date,traffic,referrer,agent_type,agent_type_plus,destination,requests,median_ttfb,upper95_ttfb,upper99_ttfb,total_ttfb
2017-06-10,external,external (search engine),user,user,SPARQL endpoint,2939,0.1077205,0.1751089499999995,0.27552568000000094,317.1661510000001
2017-07-25,external,none,user,user,homepage,643,0.0016705000000000001,0.08907215,0.09454652,22.934992000000005
2017-06-19,external,internal,spider,bot,SPARQL endpoint,1,0.09196,0.09196,0.09196,0.09196
2017-08-27,internal,none,user,user,SPARQL endpoint,2,0.87111,0.9444870000000001,0.9510094,1.82375
2017-10-15,internal,none,user,user,SPARQL endpoint,2,0.924731,1.2263435,1.2531535,2.184587
2017-07-15,external,none,spider,bot,homepage,232,0.000753,0.08659599999999999,0.09152116,3.9946339999999996
2017-08-16,internal,none,user,bot,SPARQL endpoint,1339989,0.01587257239328606,0.046974530748534714,0.22778193755102094,30903.55745099998
2017-09-24,external,external (search engine),user,bot,SPARQL endpoint,9713,7.5186465,12.6270456,15.05186909000002,81639.53453299995
2017-09-26,external,internal,spider,bot,SPARQL endpoint,30,0.019366,0.09774150000000001,0.4188652999999997,1.380458
2017-11-14,external,internal,spider,bot,SPARQL endpoint,808,0.141106,0.3586481999999999,0.5995775199999992,100.76206299999998
2017-08-17,internal,none,spider,bot,SPARQL endpoint,1115034,0.020863352518109116,0.19127570573829547,2.145810578567895,133978.39343700008
2017-10-05,internal,none,spider,bot,SPARQL endpoint,1256918,0.021080003995380552,0.20278631091279348,2.327974687811451,171160.71186799993
2017-10-30,external,none,user,bot,SPARQL endpoint,120222,0.09968790757583089,0.15780976666666663,0.37884186,14114.580939999998
2017-08-04,external,unknown,user,user,SPARQL endpoint,23120,0.10155333333333334,0.18368525,0.32980659999999973,2626.9718760000005
2017-08-07,external,none,user,user,homepage,941,0.0007865000000000001,0.0881148,0.09715943000000002,24.116607000000005
2017-08-13,external,external,user,user,homepage,84,0.0006,0.0887738,0.16962452,2.073381
2017-09-03,external,internal,user,user,LDF endpoint,36,0.111171,0.14176019999999978,0.23231124000000006,4.191250000000001
2017-10-19,external,external,user,user,homepage,160,0.000348,0.086953,0.09547120000000002,1.9165419999999995
2017-10-31,external,none,spider,bot,SPARQL endpoint,738291,0.029970572078654854,0.46455939163838966,6.992959432499997,241533.1990730016
2017-11-09,external,internal,user,user,LDF endpoint,1,0.232378,0.232378,0.232378,0.232378
2017-05-13,external,none,user,user,LDF endpoint,2,0.135211,0.14126260000000002,0.14180052,0.277146
2017-06-25,external,internal,spider,bot,homepage,7,0.0007689999999999999,0.08448264999999999,0.08794373,0.168444
2017-09-08,external,external (search engine),user,user,homepage,64,0.000563,0.0868066,0.08879311999999999,1.14565
2017-06-14,external,external (search engine),user,user,LDF endpoint,1,0.177378,0.177378,0.177378,0.177378
2017-07-11,external,external (search engine),user,user,SPARQL endpoint,1557,0.10509099999999999,0.15580845,0.3647261000000005,130.403989
2017-07-29,external,external (search engine),user,user,SPARQL endpoint,1939,0.10641400000000001,0.1471249,0.28707341999999936,175.28104699999994
2017-08-03,external,external,spider,bot,homepage,3,0.00027749999999999997,0.0007520999999999998,0.0008152199999999997,0.001386
2017-08-20,external,none,user,user,LDF endpoint,2,0.059806,0.0799939,0.08178838000000001,0.142043
2017-08-26,external,none,user,user,homepage,1951,0.00034449999999999997,0.08644049999999999,0.09096975,28.721886000000005
2017-10-09,external,external,spider,bot,homepage,1,0.000897,0.000897,0.000897,0.000897
2017-10-29,external,unknown,user,user,SPARQL endpoint,39970,0.10069785714285714,0.190723,0.3180447000000007,3888.6995079999997
2017-05-03,external,none,spider,bot,LDF endpoint,375862,8.237946691996018e-05,0.10713668541666646,0.1546616000000001,5140.696308000085
2017-05-03,external,unknown,user,user,homepage,22,0.122037,0.1224403,0.12247396,2.369456
2017-09-28,internal,none,user,user,SPARQL endpoint,2,0.982519,1.3199551,1.34994942,2.339967
2017-09-30,external,external,user,bot,SPARQL endpoint,2,0.360499,0.3810307,0.38285574,0.743811
2017-11-12,external,none,user,bot,SPARQL endpoint,373145,0.00011782994491283801,0.033417850069252075,0.1715113874999999,9785.743324000288
2017-04-29,external,internal,user,user,homepage,381,0.120978,0.12207195,0.24104313000000002,31.14551
2017-08-10,external,none,spider,bot,LDF endpoint,388056,8.117508076011079e-05,0.10455762142857146,0.20254440000000007,5297.327753000158
2017-08-16,external,none,spider,bot,homepage,4595,0.000105,0.0008885,0.002005250000000001,3.386699999999999
2017-05-22,external,unknown,user,user,homepage,2,0.000145,0.07713729999999999,0.08398106,0.08583700000000001
2017-06-01,external,external,user,user,LDF endpoint,1,0.861526,0.861526,0.861526,0.861526
2017-09-18,internal,none,spider,bot,SPARQL endpoint,1170777,0.01983555224826311,0.12143087266041644,1.4574965804166653,113547.72957599968
2017-11-06,internal,none,spider,bot,SPARQL endpoint,1226407,0.019561616682784732,0.10444546035054283,1.4149578688095212,112458.23008200001
2017-04-28,external,external,user,user,SPARQL endpoint,3012,0.137423,0.7216638000000001,14.646797000000028,1660.0110909999994
2017-09-05,external,unknown,user,user,SPARQL endpoint,17727,0.102472,0.19659894999999997,0.3999085999999991,2201.403555
2017-09-08,external,none,user,user,homepage,2201,0.00039099999999999996,0.08657945,0.0923377699999999,32.004828
2017-11-14,external,external,user,user,LDF endpoint,159,0.0913455,0.3187583499999977,0.62441231,19.354457000000004
2017-04-30,internal,none,user,user,SPARQL endpoint,2,0.285914,1.3431449,1.43712098,1.746529
2017-05-05,external,external (search engine),user,user,SPARQL endpoint,4810,0.124193,0.171289,0.2928039999999988,615.3286309999999
2017-06-14,external,none,user,user,LDF endpoint,3,0.0513845,0.08398544999999999,0.08615949,0.18947199999999997
2017-07-11,external,none,user,user,SPARQL endpoint,21267,0.03910363888888889,0.38472559999999967,1.6988729199999515,4200.295565
2017-07-26,external,internal,spider,bot,homepage,6,0.00044,0.001849899999999999,0.0021707799999999993,0.004757
2017-07-18,external,none,user,bot,SPARQL endpoint,242594,0.10173058581881851,0.5155781024999997,0.8209240199999999,34855.22159900012
2017-08-12,external,external (search engine),user,user,SPARQL endpoint,2085,0.10698099999999999,0.1623225,0.30142965000000077,197.97497800000002
2017-10-18,external,external (search engine),user,user,SPARQL endpoint,2635,0.1060255,0.295021,0.4394616000000012,830.7867349999999
2017-06-04,external,none,spider,bot,LDF endpoint,374468,8.327015480569168e-05,0.07587261088435371,0.13285636000000015,3099.5183549999983
2017-06-04,external,unknown,user,user,homepage,1,0.086178,0.086178,0.086178,0.086178
2017-07-01,external,none,spider,bot,SPARQL endpoint,1037311,0.1055559912223259,0.2011124020530292,0.39589450027777806,118596.48561700029
2017-07-25,external,external,spider,bot,SPARQL endpoint,5,0.0960385,0.1044265,0.1045317,0.49195199999999994
2017-07-30,external,none,user,user,SPARQL endpoint,102840,0.17018045,0.3751083333333333,0.6374470000000033,21798.031626999993
2017-09-11,external,none,spider,bot,LDF endpoint,410341,8.860656649183888e-05,0.1154409048469387,0.22369795374999937,6686.758479000238
2017-09-11,external,unknown,user,user,homepage,13,0.000282,0.08784215000000001,0.09186123,0.35066499999999995
2017-05-11,external,external (search engine),user,user,homepage,102,0.076462,0.0863631,0.08699988,5.180601
2017-07-20,external,none,spider,bot,SPARQL endpoint,349335,0.10149670767723819,0.3186990108021918,1.8740706500000404,66760.70126900004
2017-10-05,external,external,user,user,SPARQL endpoint,27118,0.000245,2.0527241999999988,14.109939859999999,15268.657638999977
2017-10-25,external,internal,user,user,homepage,574,0.000331,0.08724459999999999,0.09187803999999998,10.405562999999999
2017-04-24,external,external,spider,bot,homepage,1,0.000263,0.000263,0.000263,0.000263
2017-05-05,external,none,user,user,SPARQL endpoint,18584,0.10655666666666666,0.6554304,1.2045166399999991,5375.930940000001
2017-05-29,external,external,user,user,SPARQL endpoint,2185,0.122905,1.180245,12.387626300000072,1316.8874300000002
2017-09-30,external,unknown,user,user,homepage,14,0.000169,0.0855404,0.08635688,0.2610499999999999
2017-05-31,internal,none,user,user,SPARQL endpoint,2,0.257552,0.5102342,0.53269484,0.795862
2017-08-12,external,none,user,user,SPARQL endpoint,10812,0.034293,0.6080264,2.782149159999991,2323.6812750000004
2017-08-27,external,internal,spider,bot,homepage,3,0.000107,0.00022189999999999995,0.00023797999999999997,0.000456
2017-10-15,external,internal,spider,bot,homepage,5,0.0005809999999999999,0.089535,0.0907294,0.177348
2017-10-18,external,none,user,user,SPARQL endpoint,5870122,0.11264197399812986,0.22122357539385648,0.3366028888235137,513175.51391601254
2017-10-24,external,external,user,user,SPARQL endpoint,12086,0.090749,2.299686299999999,11.181249339999974,7460.927206000001
2017-05-20,internal,none,user,bot,SPARQL endpoint,859,0.032344,1.1275245499999995,13.042743469999916,476.88614699999994
2017-08-01,external,none,user,bot,SPARQL endpoint,171074,0.021835582551657382,0.21952782499999973,11.639448400000022,70268.59325399993
2017-08-19,external,none,user,bot,SPARQL endpoint,26119,0.10113180333333334,0.20767795,1.9848410200000002,8384.343669999997
2017-09-13,external,external (search engine),user,user,SPARQL endpoint,2646,0.10875,0.31088639999999995,0.4834957,339.625237
2017-10-07,external,none,user,bot,SPARQL endpoint,125642,0.016939790558928594,0.11598864999999998,0.2432950700000001,12839.054552000007
2017-05-21,internal,none,spider,bot,SPARQL endpoint,954789,0.01753517558769277,0.08838423694647975,1.4532614848071623,86980.232346
2017-07-05,external,none,spider,bot,LDF endpoint,394209,8.423152827016469e-05,0.09712448258928567,0.15218405888888864,4915.414310000099
2017-07-05,external,unknown,user,user,homepage,2,0.000776,0.0017147,0.0017981400000000002,0.002595
2017-08-02,external,none,spider,bot,SPARQL endpoint,643645,0.10184990753791862,0.36314729994318184,0.6286047125000014,92062.69792700054
2017-08-26,external,external,spider,bot,SPARQL endpoint,46,0.085023,3.307714,3.6555115799999998,31.567152
2017-09-01,external,internal,user,user,homepage,447,0.000625,0.08976829999999998,0.10201960999999997,9.478449000000001
2017-10-08,external,none,spider,bot,SPARQL endpoint,457356,0.056813692676171854,0.6003573964139663,0.9163280167901233,62409.067537000396
2017-10-14,external,external,spider,bot,SPARQL endpoint,7,0.109878,1.4774441999999992,1.9303744399999998,3.029503
2017-05-18,external,none,user,bot,homepage,2,0.000808,0.07685349999999999,0.0836131,0.08611100000000001
2017-06-12,external,external (search engine),user,user,homepage,82,0.075159,0.0876267,0.17112995999999997,3.88548
2017-08-03,external,external,user,user,LDF endpoint,165,0.042867,0.1939435,0.22173964999999995,11.60222
2017-09-18,external,external,user,user,SPARQL endpoint,41786,0.10342574279123413,1.2383396999999985,7.028389699999997,16732.55197599998
2017-10-27,external,none,spider,bot,SPARQL endpoint,553758,0.07132639492162897,0.8973574555555459,7.002572870000007,223455.87764400165
2017-10-30,external,external,user,user,homepage,134,0.000545,0.0870213,0.09324458,2.069244
2017-11-06,external,external,user,user,SPARQL endpoint,8761,0.1890035,4.381054449999996,15.058988269999986,8315.460565000001
2017-05-25,external,external,spider,bot,homepage,2,0.000549,0.0012258,0.00128596,0.00185
2017-05-30,external,none,user,user,homepage,675,0.0849025,0.088424,0.09213,32.998574999999995
2017-06-02,internal,none,user,bot,SPARQL endpoint,1159,0.029621,0.580923049999999,10.951103770000007,472.1942839999999
2017-06-06,external,none,user,user,SPARQL endpoint,20489,0.10574671428571428,0.3214828499999999,0.8580155600000001,3776.4192280000007
2017-10-13,external,none,user,bot,homepage,17,0.002012,0.10918904999999998,0.11723140999999998,0.587306
2017-04-24,external,internal,spider,bot,SPARQL endpoint,1,0.004977,0.004977,0.004977,0.004977
2017-06-02,external,external (search engine),spider,bot,homepage,3,0.00040799999999999994,0.0014479999999999996,0.0015512,0.002393
2017-08-16,external,none,user,user,LDF endpoint,10,0.109607,0.2258595,0.3149639000000001,1.0771950000000001
2017-09-13,external,none,user,user,SPARQL endpoint,14366,0.034345,0.6799095999999996,2.3064337800000017,3228.757679
2017-09-28,external,internal,spider,bot,homepage,39,9.3e-05,0.0006682499999999995,0.05267447999999995,0.092888
2017-10-20,external,external,spider,bot,homepage,9,0.0002275,0.0007277499999999999,0.00074395,0.002697
2017-11-01,external,none,user,user,SPARQL endpoint,39348,0.19925944444444443,0.5540873999999999,0.9781411199999961,9630.495287000014
2017-05-20,external,none,spider,bot,homepage,198,0.000898,0.0863001,0.14866402,6.990104
2017-06-21,internal,none,user,bot,SPARQL endpoint,402500,0.01608669341688285,0.03251485361176219,0.181157,9770.35237900002
2017-07-31,external,internal,spider,bot,SPARQL endpoint,3,0.1431285,0.2179392,0.22249823999999999,0.509895
2017-08-19,internal,none,spider,bot,homepage,1,0.000751,0.000751,0.000751,0.000751
2017-09-02,external,none,user,bot,SPARQL endpoint,147937,0.020960378268686068,0.5463869062499995,1.903795430000011,29722.202773000008
2017-11-08,external,none,user,bot,SPARQL endpoint,55625,0.11967690187969923,0.45458375,2.276038,16635.852091999997
2017-06-22,internal,none,spider,bot,SPARQL endpoint,1116835,0.01868799042255746,0.11758778281721587,1.6919292426692933,111762.58336900009
2017-08-06,external,none,spider,bot,LDF endpoint,381302,8.628343663749485e-05,0.10477552599999994,0.18897741999999948,5028.374917999996
2017-09-03,external,none,spider,bot,SPARQL endpoint,434762,0.10068615755182818,0.3305075038426514,1.0597449800000005,74611.62787300025
2017-09-27,external,external,spider,bot,SPARQL endpoint,13,0.2337185,3.083554399999998,6.577862879999994,10.789845
2017-11-09,external,none,spider,bot,SPARQL endpoint,758620,0.07710377950466239,0.3491526548538012,0.7448725160000015,114724.46902299994
2017-05-12,external,unknown,user,user,LDF endpoint,109,0.00016150000000000002,0.0917293,0.10732033,4.031182
2017-06-12,external,none,user,user,homepage,549,0.07593,0.08913175,0.16901202999999998,26.81549
2017-06-27,external,unknown,user,user,SPARQL endpoint,8742,0.101741,2.0975439,3.03068212,3117.0610769999985
2017-04-30,external,internal,spider,bot,homepage,7,0.037720500000000004,0.1215247,0.12186013999999999,0.393424
2017-06-01,external,none,user,bot,homepage,27,0.0008680000000000001,0.08779325,0.0880268,0.9602919999999999
2017-06-19,external,none,user,bot,homepage,16,0.000124,0.089404,0.090492,0.42246500000000003
2017-07-13,external,external (search engine),user,user,homepage,68,0.001626,0.0877346,0.17335791999999825,2.2216780000000003
2017-04-22,external,none,user,bot,SPARQL endpoint,1458,0.137383,0.2735013999999998,6.215538220000059,450.88660699999997
2017-04-26,internal,none,user,user,SPARQL endpoint,2,0.186307,0.24773379999999998,0.25319396,0.440866
2017-06-02,external,none,spider,bot,homepage,216,0.000986,0.087879,0.16603996000000004,11.562781000000001
2017-07-03,internal,none,user,bot,SPARQL endpoint,40131,0.016228136904761905,0.058147199999999954,0.3795279900000016,4125.718082999999
2017-07-07,external,none,user,user,SPARQL endpoint,28142,0.09567624999999999,0.2728943999999997,0.8865018599999975,3931.2033500000002
2017-09-26,external,none,user,bot,homepage,5,0.000852,0.08615249999999999,0.08646569999999999,0.173441
2017-10-30,external,internal,user,user,SPARQL endpoint,35739,0.09996518840348638,1.096019049999996,7.661436210000032,16808.282598
2017-11-14,external,none,user,bot,homepage,13,0.0002655,0.08540674999999999,0.08547175,0.175759
2017-06-21,external,none,spider,bot,homepage,309,0.000822,0.08725505,0.1434033100000014,10.361203999999997
2017-10-20,external,internal,spider,bot,SPARQL endpoint,180,0.000101,0.21957,0.36020559999999907,5.53681
2017-04-24,external,external,user,user,LDF endpoint,161,0.1602835,0.16462255,0.27890769,26.027775
2017-05-02,external,internal,user,user,LDF endpoint,22,0.108945,0.1245524,0.14381518000000004,2.301699
2017-06-17,external,internal,user,user,SPARQL endpoint,21413,0.10056107936507935,0.37691669999999755,7.087450159999992,8052.544568000002
2017-07-23,internal,none,spider,bot,SPARQL endpoint,1107576,0.01807536579175522,0.09666642974456376,1.615201718765432,100912.35924399993
2017-05-08,internal,none,user,user,SPARQL endpoint,3,0.20115349999999999,0.20528565,0.20586513,0.608317
2017-07-10,external,unknown,user,user,SPARQL endpoint,12983,0.1013685,0.18466985,0.32831313,1713.1438019999998
2017-07-13,external,none,user,user,homepage,558,0.002415,0.09155970000000001,0.11351807999999983,27.731102
2017-07-28,external,unknown,user,user,SPARQL endpoint,19049,0.1015039,0.18372869999999997,0.3356712399999993,2228.3926140000003
2017-10-15,external,internal,user,user,LDF endpoint,1,0.509739,0.509739,0.509739,0.509739
2017-11-12,external,internal,user,user,SPARQL endpoint,30982,0.087843,0.7741503999999977,5.6694624000000005,11360.167434000003
2017-05-31,external,internal,spider,bot,homepage,22,0.086044,0.09014499999999999,0.0917544,1.6400809999999997
2017-07-02,external,none,user,bot,homepage,4,0.085191,0.0933436,0.09466072,0.26768400000000003
2017-08-14,external,external (search engine),user,user,homepage,82,0.000774,0.0860358,0.08730268,1.614852
2017-10-03,internal,none,user,user,SPARQL endpoint,2,0.826256,0.895367,0.9015102,1.7293020000000001
2017-05-23,external,none,user,bot,SPARQL endpoint,109608,0.10006092444394346,0.16698509999999991,0.5136672399999975,16636.728409999996
2017-05-27,internal,none,user,user,SPARQL endpoint,11,0.242155,0.44861935000000003,0.45288867000000005,2.1635210000000002
2017-07-03,external,none,spider,bot,homepage,132,0.00087,0.08644579999999999,0.08885036,2.785648
2017-07-27,external,external,spider,bot,homepage,5,0.0007335,0.0013335,0.0014595,0.004419
2017-08-04,internal,none,user,bot,SPARQL endpoint,704228,0.015585328740584924,0.03610437615467238,0.17701050999999854,15091.895934000513
2017-08-08,external,none,user,user,SPARQL endpoint,66323,0.1431892160493827,0.3553760999999999,0.7474975200000007,12635.442176999997
2017-11-02,external,internal,spider,bot,SPARQL endpoint,113,0.0200205,1.1454188499999998,1.25317585,15.943074000000003
2017-04-27,external,none,spider,bot,LDF endpoint,361904,0.036904457911712464,0.1816980276785714,0.2147588480000001,15347.265771000048
2017-05-30,external,external,spider,bot,SPARQL endpoint,2,0.000793,0.089866,0.0977836,0.100556
2017-08-30,external,none,user,bot,SPARQL endpoint,446084,0.018254851498011447,0.07346982399999992,0.3032546399999967,24813.702330999953
2017-10-22,internal,none,user,user,SPARQL endpoint,2,0.61508,0.6620438,0.66621836,1.2823419999999999
2017-05-17,internal,none,spider,bot,SPARQL endpoint,1032664,0.017082190950330863,0.08501907501794313,1.5354537729999993,85183.52604300005
2017-08-01,external,external,user,user,homepage,129,0.0006284999999999999,0.08758835,0.09590910999999998,2.941259
2017-08-19,external,external,user,user,homepage,117,0.0006774999999999999,0.0873351,0.09226754,2.9751389999999995
2017-10-07,external,external,user,user,homepage,90,0.000903,0.087677,0.09839499999999955,2.4728679999999996
2017-05-04,external,unknown,user,user,SPARQL endpoint,15410,0.126699,0.146558,0.2714109999999998,1986.9832970000002
2017-05-07,external,none,user,user,homepage,427,0.000829,0.0863978,0.08761343000000002,14.924716
2017-07-18,external,internal,user,user,SPARQL endpoint,28000,0.10076926236979165,1.939801,11.983957,17264.701789999992
2017-08-24,internal,none,spider,bot,SPARQL endpoint,1130130,0.0198803734020466,0.19957929576581787,2.1468163742857103,140537.46493199977
2017-10-12,internal,none,spider,bot,SPARQL endpoint,1278653,0.022039423755687144,0.5085072004999914,2.397392430937494,195451.11328799967
2017-06-09,internal,none,user,user,SPARQL endpoint,2,0.339124,0.38964370000000004,0.39413434,0.734381
2017-08-09,external,external,spider,bot,homepage,7,0.000194,0.0008058499999999999,0.0008195699999999999,0.0024999999999999996
2017-08-11,external,unknown,user,user,SPARQL endpoint,14837,0.10158591666666665,0.184832,0.400666599999997,1907.8214849999995
2017-08-14,external,none,user,user,homepage,2073,0.0004645,0.08648845,0.09334826,28.917621999999994
2017-08-29,external,unknown,user,user,SPARQL endpoint,14915,0.1016925,0.18434575,0.3217621500000004,1681.7434899999996
2017-09-28,external,internal,user,user,LDF endpoint,3,0.1287075,0.3134005499999999,0.3370601099999999,0.60039
2017-10-02,external,none,user,user,homepage,2185,0.000383,0.0870195,0.09562925000000007,33.118156
2017-10-17,external,unknown,user,user,SPARQL endpoint,24034,0.10127298,0.18605229999999998,0.3349891399999999,2798.66997
2017-10-20,external,external,user,user,LDF endpoint,683,0.0007264999999999999,0.08862685,0.26778598999999986,14.740423
2017-04-29,external,external (search engine),user,user,SPARQL endpoint,10581,0.162955,0.20356469999999988,0.31135759000000135,1744.7459940000008
2017-08-03,external,none,user,bot,homepage,9,0.0010195,0.04888324999999992,0.07947425000000001,0.095373
2017-09-16,internal,none,user,user,SPARQL endpoint,2,0.538959,0.8732000999999999,0.90291042,1.449297
2017-10-09,external,none,user,bot,homepage,6,0.000112,0.0923001,0.09437442,0.181579
2017-11-04,internal,none,user,user,SPARQL endpoint,753,0.0331295,0.43898380000000004,4.225850640000058,288.8104389999999
2017-06-24,external,none,user,bot,SPARQL endpoint,162901,0.09058560015709931,0.16716581249999976,0.4732281774999997,16467.455653999976
2017-08-04,external,none,spider,bot,homepage,301,0.0006255,0.0861243,0.09009177000000002,3.130141
2017-08-28,external,external,spider,bot,homepage,10,0.000181,0.043108,0.07678480000000003,0.088606
2017-09-05,internal,none,user,bot,SPARQL endpoint,840769,0.016417453927886537,0.045573083470729345,0.22636493999999754,21723.808900000276
2017-05-10,external,none,spider,bot,LDF endpoint,371910,8.072199791450586e-05,0.09255296913580247,0.14176456666666676,4281.987731000076
2017-05-28,external,none,spider,bot,LDF endpoint,402313,8.289877699199819e-05,0.09543709713541661,0.16336475437499995,5366.292817999979
2017-05-28,external,unknown,user,user,homepage,1,0.085989,0.085989,0.085989,0.085989
2017-09-06,internal,none,spider,bot,SPARQL endpoint,1176916,0.021375907533883905,0.15715177364391403,2.0376886549333393,136465.54052499976
2017-04-30,external,internal,user,user,LDF endpoint,4,0.000111,0.2124814,0.21747788,0.40643300000000004
2017-09-02,external,external,user,user,homepage,94,0.000578,0.0862642,0.09361444000000001,1.0220119999999997
2017-10-23,external,none,spider,bot,LDF endpoint,403943,9.088809166657934e-05,0.13431361163194439,0.2312737011111112,6609.876836000104
2017-10-23,external,unknown,user,user,homepage,25,0.00013099999999999999,0.064136,0.08723075,0.17835399999999998
2017-10-29,external,none,spider,bot,homepage,486,0.000402,0.1690461,0.16929856,8.711148
2017-11-08,external,external,user,user,homepage,140,0.00031,0.089741,0.11104779999999997,3.5391419999999996
2017-06-02,external,none,user,user,LDF endpoint,1,0.149468,0.149468,0.149468,0.149468
2017-06-08,external,none,user,user,homepage,577,0.0752545,0.08834675,0.16953853,26.123991999999994
2017-06-26,external,external,user,user,LDF endpoint,1,0.293045,0.293045,0.293045,0.293045
2017-07-23,external,external,user,user,SPARQL endpoint,2493,0.1092495,0.8021540499999983,11.999691850000213,1448.80629
2017-08-01,external,internal,user,user,SPARQL endpoint,31453,0.09969005,0.5886349499999988,10.445533070000002,14289.779976000002
2017-08-19,external,internal,user,user,SPARQL endpoint,20751,0.1002550648148148,0.7671259500000001,16.51091884000003,12975.99994200001
2017-09-25,internal,none,spider,bot,SPARQL endpoint,1229150,0.019916943419516366,0.13870749778699595,1.056424875,112387.75514699984
2017-10-07,external,internal,user,user,SPARQL endpoint,23022,0.10147990011223343,0.8586673999999934,8.294603879999888,11457.727694999996
2017-04-26,external,internal,spider,bot,homepage,6,0.000783,0.1210585,0.12111970000000001,0.24428000000000002
2017-04-29,external,none,user,user,SPARQL endpoint,13027,0.1057235,0.5302103999999996,1.374719179999994,2637.6588659999998
2017-09-15,external,none,user,user,homepage,2205,0.000512,0.08719249999999999,0.09389409999999998,35.38040000000001
2017-10-06,external,external (search engine),user,user,SPARQL endpoint,2154,0.106398,0.2999697,0.39072682000000014,250.90852099999992
2017-10-13,external,unknown,spider,bot,homepage,2,9.8e-05,0.0006991999999999999,0.00075264,0.000864
2017-11-03,external,none,user,user,homepage,1195,0.0005635,0.08814725000000001,0.10823339999999994,22.508346000000007
2017-07-13,external,external,spider,bot,SPARQL endpoint,12,0.085033,0.12680339999999996,0.14245907999999996,0.747644
2017-08-09,external,internal,spider,bot,SPARQL endpoint,16,0.018791,0.08355979999999992,0.15271755999999997,0.461221
2017-05-18,external,internal,user,user,homepage,417,0.08501600000000001,0.08654915,0.08814063,20.77244
2017-07-25,external,none,user,bot,SPARQL endpoint,532941,0.11450319411942536,0.14539130451127813,0.3583568599999982,84686.52086100004
2017-09-05,external,none,spider,bot,homepage,78666,8.4e-05,0.000701,0.000934,15.249310000000078
2017-09-29,external,external,spider,bot,homepage,8,0.00066,0.053805999999999965,0.08205559999999999,0.09265299999999999
2017-10-25,external,external (search engine),user,user,SPARQL endpoint,2639,0.10686899999999999,0.2808771999999998,0.35802676000000117,293.57168299999995
2017-06-11,external,none,spider,bot,LDF endpoint,390450,8.072667179908853e-05,0.07057407812500001,0.12807666666666667,3042.708521000042
2017-06-29,external,none,spider,bot,LDF endpoint,383683,8.756738188391908e-05,0.09105431799999994,0.14699794416666662,4408.3584899999905
2017-06-29,external,unknown,user,user,homepage,17,0.0864145,0.09972624999999997,0.10814124999999998,1.518451
2017-07-26,external,none,spider,bot,SPARQL endpoint,1132336,0.10301165731737544,0.35595568590830434,0.6784363081818147,183045.93739100013
2017-10-13,external,internal,user,user,homepage,444,0.000778,0.0918428,0.10959092,12.978423
2017-05-08,external,internal,spider,bot,homepage,12,0.000641,0.08622819999999999,0.08724723999999999,0.26247200000000004
2017-05-17,external,external,user,user,SPARQL endpoint,4096,0.102919,0.5035729999999994,5.940465799999994,1492.2955900000004
2017-05-31,external,internal,user,user,LDF endpoint,8,0.114313,0.5633999999999997,0.7873823999999999,1.460837
2017-04-24,external,none,user,bot,homepage,6,9.8e-05,0.08479109999999991,0.11381981999999995,0.121585
2017-07-09,external,none,user,user,homepage,330,0.085562,0.09141650000000001,0.10125209999999997,16.623580999999998
2017-08-24,external,external,user,user,SPARQL endpoint,3402,0.113859,1.2469033999999992,8.595226540000008,1562.8117770000006
2017-10-03,external,internal,spider,bot,homepage,4,0.000284,0.0015453999999999997,0.00170908,0.003023
2017-10-12,external,external,user,user,SPARQL endpoint,15520,0.10255228,2.155509,14.279339599999961,9841.182654000002
2017-11-08,external,internal,user,user,SPARQL endpoint,39344,0.062413437499999995,1.1896685999999994,8.622276599999935,19914.486747000017
2017-05-12,external,none,user,user,SPARQL endpoint,19474,0.10547224999999999,0.3435489999999999,0.9661933999999883,3371.0523239999998
2017-05-27,external,internal,spider,bot,homepage,24,0.086219,0.0888994,0.09134091999999999,1.552791
2017-07-31,external,none,user,bot,homepage,9,0.086076,0.08930719999999999,0.09097184,0.608229
2017-09-01,external,external (search engine),user,user,SPARQL endpoint,2370,0.105928,0.148944,0.37161860000000463,1885.044083
2017-09-19,external,external (search engine),user,user,SPARQL endpoint,1841,0.035045999999999994,0.29805174999999995,0.41548663999999946,186.06475399999997
2017-10-01,external,external,user,bot,SPARQL endpoint,7,0.1057565,0.3418773,0.34838505999999997,1.208497
2017-10-31,external,external (search engine),user,user,homepage,104,0.000307,0.086278,0.08701908,1.4194130000000003
2017-11-07,external,external (search engine),user,user,SPARQL endpoint,2415,0.1061125,0.30381775,0.4097826499999999,273.598624
2017-05-19,external,none,user,bot,SPARQL endpoint,28434,0.10120806458333331,0.29542969999999985,10.804627859999998,11351.232918999998
2017-10-02,external,external,spider,bot,SPARQL endpoint,11,0.0006905,26.282598949999997,27.05472459,88.318442
2017-10-22,external,internal,spider,bot,homepage,3,0.0003675,0.0008129999999999999,0.0008393999999999999,0.001581
2017-10-25,external,none,user,user,SPARQL endpoint,618934,0.16638610056717215,0.28881138268229145,0.4759618243750003,97840.65652799966
2017-05-02,external,none,spider,bot,SPARQL endpoint,518832,0.0569682317073874,0.3427547542297977,5.593686919999966,116538.92266100008
2017-06-01,external,internal,user,user,homepage,501,0.07633899999999999,0.0881205,0.10160012000000009,24.823492
2017-06-19,external,internal,user,user,homepage,482,0.076763,0.0881965,0.0924577,26.060101
